W1_ideo5,text,created_at,status_id,annotation_html,annotation_instruction,annotation_response,annotation_flagged
5,RT @ksorbs: Ah....racist.....no wait. It's a one way street.  Only white people can be racist.  I guess.,2020-02-13T18:12:10Z,1228019045900832800,<div style='padding: 10px; margin: 10px;'><p>RT @ksorbs: Ah....racist.....no wait. It's a one way street.  Only white people can be racist.  I guess.</p><p style='font-size: 10px;'>2020-02-13 18:12:10</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @RBPundit: Except for the video showing it was the left-leaning groups that got violent.,2020-11-15T23:24:43Z,1328116753470279700,<div style='padding: 10px; margin: 10px;'><p>RT @RBPundit: Except for the video showing it was the left-leaning groups that got violent.</p><p style='font-size: 10px;'>2020-11-15 23:24:43</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @CamEdwards: Bloomberg wants us to stop talking about him stopping, frisking, and disproportionately sending young black men to prison f…",2020-02-15T17:07:19Z,1228727499321835500,"<div style='padding: 10px; margin: 10px;'><p>RT @CamEdwards: Bloomberg wants us to stop talking about him stopping, frisking, and disproportionately sending young black men to prison f…</p><p style='font-size: 10px;'>2020-02-15 17:07:19</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @varadmehta: Why would Biden staffers bail out white supremacists?,2020-05-30T22:51:48Z,1266864920345231400,<div style='padding: 10px; margin: 10px;'><p>RT @varadmehta: Why would Biden staffers bail out white supremacists?</p><p style='font-size: 10px;'>2020-05-30 22:51:48</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @JLPtalk: Why are white people so quick to clean up black people’s mess? They’re the new slaves. https://t.co/muckzrpr1s,2020-05-30T22:39:42Z,1266861872193482800,<div style='padding: 10px; margin: 10px;'><p>RT @JLPtalk: Why are white people so quick to clean up black people’s mess? They’re the new slaves. https://t.co/muckzrpr1s</p><p style='font-size: 10px;'>2020-05-30 22:39:42</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @mchooyah: Democrats refuse to condemn ANTIFA. They do condemn the My Pillow guy. Let that sink in...,2020-08-19T19:59:06Z,1296174873522458600,<div style='padding: 10px; margin: 10px;'><p>RT @mchooyah: Democrats refuse to condemn ANTIFA. They do condemn the My Pillow guy. Let that sink in...</p><p style='font-size: 10px;'>2020-08-19 19:59:06</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,Affluent liberals shaken by looting and violence in Chicago are ready to leave | GOPUSA https://t.co/li6nnwC7QH,2020-08-28T18:19:38Z,1299411332035477500,<div style='padding: 10px; margin: 10px;'><p>Affluent liberals shaken by looting and violence in Chicago are ready to leave | GOPUSA https://t.co/li6nnwC7QH</p><p style='font-size: 10px;'>2020-08-28 18:19:38</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @RBPundit: All I see is selfish grandma killers gathering in groups larger than 10 people.,2020-06-04T20:45:11Z,1268644993796837400,<div style='padding: 10px; margin: 10px;'><p>RT @RBPundit: All I see is selfish grandma killers gathering in groups larger than 10 people.</p><p style='font-size: 10px;'>2020-06-04 20:45:11</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @TheDamaniFelder: He condemned white supremacy specifically and in totality back in 2017 you blithering idiot. https://t.co/gUMFTC6rX0,2020-09-30T12:41:20Z,1311284998117494800,<div style='padding: 10px; margin: 10px;'><p>RT @TheDamaniFelder: He condemned white supremacy specifically and in totality back in 2017 you blithering idiot. https://t.co/gUMFTC6rX0</p><p style='font-size: 10px;'>2020-09-30 12:41:20</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"@KatieHill4CA @realDonaldTrump True Class?? What the Hell do You know about class??
You slept with your young male and female subordinates,  you posed for nude pictures...you #DemocratsHateAmerica",2020-02-06T01:58:24Z,1225237274570477600,"<div style='padding: 10px; margin: 10px;'><p>@KatieHill4CA @realDonaldTrump True Class?? What the Hell do You know about class??
You slept with your young male and female subordinates,  you posed for nude pictures...you #DemocratsHateAmerica</p><p style='font-size: 10px;'>2020-02-06 01:58:24</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,Chicago Cops’ Stops Plummeted After Protests https://t.co/4urPRgqN28,2020-08-14T15:46:02Z,1294299246926020600,<div style='padding: 10px; margin: 10px;'><p>Chicago Cops’ Stops Plummeted After Protests https://t.co/4urPRgqN28</p><p style='font-size: 10px;'>2020-08-14 15:46:02</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,@Reuters Maybe y’all should actually investigate her record...,2020-11-08T01:10:23Z,1325244239370985500,<div style='padding: 10px; margin: 10px;'><p>@Reuters Maybe y’all should actually investigate her record...</p><p style='font-size: 10px;'>2020-11-08 01:10:23</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @capeandcowell: I too am deeply sorry that people feel pain over a tweet. A TWEET 

If a tweet makes you feel pain, just wait till you h…",2020-06-10T02:42:45Z,1270546917429112800,"<div style='padding: 10px; margin: 10px;'><p>RT @capeandcowell: I too am deeply sorry that people feel pain over a tweet. A TWEET 

If a tweet makes you feel pain, just wait till you h…</p><p style='font-size: 10px;'>2020-06-10 02:42:45</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @12ryman12: Denying a woman a job BECAUSE of her gender is misogynistic.

Denying a POC a job BASED on their skin color is racist.

Givi…",2020-12-01T16:33:37Z,1333811499073060900,"<div style='padding: 10px; margin: 10px;'><p>RT @12ryman12: Denying a woman a job BECAUSE of her gender is misogynistic.

Denying a POC a job BASED on their skin color is racist.

Givi…</p><p style='font-size: 10px;'>2020-12-01 16:33:37</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"@Acosta Where were you for the past 3 years.? The man has denounced white supremacy, KKK, and all forms of racism many times. How many times ad nauseam does he need to do that for you ppl to get it? Geez...",2020-10-03T02:11:03Z,1312213543148638200,"<div style='padding: 10px; margin: 10px;'><p>@Acosta Where were you for the past 3 years.? The man has denounced white supremacy, KKK, and all forms of racism many times. How many times ad nauseam does he need to do that for you ppl to get it? Geez...</p><p style='font-size: 10px;'>2020-10-03 02:11:03</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @AriFleischer: Why?  This young man did absolutely nothing wrong.  https://t.co/AZu2w8W6Kv,2020-08-26T13:30:11Z,1298613715701465e3,<div style='padding: 10px; margin: 10px;'><p>RT @AriFleischer: Why?  This young man did absolutely nothing wrong.  https://t.co/AZu2w8W6Kv</p><p style='font-size: 10px;'>2020-08-26 13:30:11</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @KurtSchlichter: Liberals hate patriots,2020-02-23T18:30:03Z,1231647423040065500,<div style='padding: 10px; margin: 10px;'><p>RT @KurtSchlichter: Liberals hate patriots</p><p style='font-size: 10px;'>2020-02-23 18:30:03</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @eb454: Why is it that rich white kids are always the angriest? https://t.co/JSsiuPy0jt,2020-09-12T18:21:02Z,1304847504312205300,<div style='padding: 10px; margin: 10px;'><p>RT @eb454: Why is it that rich white kids are always the angriest? https://t.co/JSsiuPy0jt</p><p style='font-size: 10px;'>2020-09-12 18:21:02</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @rondeaulivia: The narrative that pro-2a activists and gun owners are somehow white supremacists comparable to the group that showed up…,2020-01-20T14:06:28Z,1219259905615380500,<div style='padding: 10px; margin: 10px;'><p>RT @rondeaulivia: The narrative that pro-2a activists and gun owners are somehow white supremacists comparable to the group that showed up…</p><p style='font-size: 10px;'>2020-01-20 14:06:28</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,Video Shows Minneapolis Rioter Demanding “Shoot the White Folks!” - https://t.co/hlY7JMcm8H,2020-05-28T19:45:02Z,1266093142089937e3,<div style='padding: 10px; margin: 10px;'><p>Video Shows Minneapolis Rioter Demanding “Shoot the White Folks!” - https://t.co/hlY7JMcm8H</p><p style='font-size: 10px;'>2020-05-28 19:45:02</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @RedWingGrips: At this very moment, ANTIFA/BLM terrorists are walking around and patrolling their 6 block ""zone"" fully armed, barring al…",2020-06-10T22:14:09Z,1270841710638059500,"<div style='padding: 10px; margin: 10px;'><p>RT @RedWingGrips: At this very moment, ANTIFA/BLM terrorists are walking around and patrolling their 6 block ""zone"" fully armed, barring al…</p><p style='font-size: 10px;'>2020-06-10 22:14:09</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"Why was Trump required to call out white supremacist groups and militias, but Biden was given a pass on Antifa and BLM?
 #2020debate 
@realDonaldTrump",2020-09-30T02:57:25Z,1311138050332700700,"<div style='padding: 10px; margin: 10px;'><p>Why was Trump required to call out white supremacist groups and militias, but Biden was given a pass on Antifa and BLM?
 #2020debate 
@realDonaldTrump</p><p style='font-size: 10px;'>2020-09-30 02:57:25</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @RBPundit: No crying when the store owners start shooting.,2020-06-01T10:53:17Z,1267408875801714700,<div style='padding: 10px; margin: 10px;'><p>RT @RBPundit: No crying when the store owners start shooting.</p><p style='font-size: 10px;'>2020-06-01 10:53:17</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @ramzpaul: Once people become hungry, support for this criminal “lockdown” will evaporate. https://t.co/bIV3uH7YBD",2020-04-11T13:50:44Z,1248971747438653400,"<div style='padding: 10px; margin: 10px;'><p>RT @ramzpaul: Once people become hungry, support for this criminal “lockdown” will evaporate. https://t.co/bIV3uH7YBD</p><p style='font-size: 10px;'>2020-04-11 13:50:44</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @MarkCongressGA7: To ATL Mayor Keisha Lance Bottoms: With all the Atlanta cops walking off the job, will you be patrolling neighborhoods?",2020-06-17T23:25:08Z,1273396287254102e3,"<div style='padding: 10px; margin: 10px;'><p>RT @MarkCongressGA7: To ATL Mayor Keisha Lance Bottoms: With all the Atlanta cops walking off the job, will you be patrolling neighborhoods?</p><p style='font-size: 10px;'>2020-06-17 23:25:08</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,PORTLAND SILENT MAJORITY! https://t.co/QwQfxDguoE,2020-08-31T11:30:19Z,1300395489641279500,<div style='padding: 10px; margin: 10px;'><p>PORTLAND SILENT MAJORITY! https://t.co/QwQfxDguoE</p><p style='font-size: 10px;'>2020-08-31 11:30:19</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @terryschappert: Honest question: if someone is out there hijacking your movement, why are so many of you standing shoulder to shoulder…",2020-06-01T13:28:48Z,1267448010184839200,"<div style='padding: 10px; margin: 10px;'><p>RT @terryschappert: Honest question: if someone is out there hijacking your movement, why are so many of you standing shoulder to shoulder…</p><p style='font-size: 10px;'>2020-06-01 13:28:48</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"@JohnSengbusch For people who hate the Devils 

Should have been Gerard Gallant",2020-07-08T23:37:09Z,1281009458689310700,"<div style='padding: 10px; margin: 10px;'><p>@JohnSengbusch For people who hate the Devils 

Should have been Gerard Gallant</p><p style='font-size: 10px;'>2020-07-08 23:37:09</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,@BauerOutage Rob Manfraud does not have a playbook he has a coloring book with crayons,2020-08-01T19:00:15Z,1289637081505915e3,<div style='padding: 10px; margin: 10px;'><p>@BauerOutage Rob Manfraud does not have a playbook he has a coloring book with crayons</p><p style='font-size: 10px;'>2020-08-01 19:00:15</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @MattWalshBlog: Rashida Talib: “Maybe you shouldn’t want to have sex with me.”

I think it should be fairly easy to form a bipartisan co…",2020-03-05T08:13:25Z,1235478510715584500,"<div style='padding: 10px; margin: 10px;'><p>RT @MattWalshBlog: Rashida Talib: “Maybe you shouldn’t want to have sex with me.”

I think it should be fairly easy to form a bipartisan co…</p><p style='font-size: 10px;'>2020-03-05 08:13:25</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"Evil preaches tolerance until it is dominant, then it tries to silence good.

– Charles J. Chaput https://t.co/yD6c12Xspk",2020-11-17T23:53:55Z,1328848876355285e3,"<div style='padding: 10px; margin: 10px;'><p>Evil preaches tolerance until it is dominant, then it tries to silence good.

– Charles J. Chaput https://t.co/yD6c12Xspk</p><p style='font-size: 10px;'>2020-11-17 23:53:55</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @revson_mark: @DocKilmer @DigitalForests @Beyaglu I was just wondering if we could change the ""Karen"" reference to ""Hillary""? I've know…",2020-06-04T15:12:14Z,1268561202474635300,"<div style='padding: 10px; margin: 10px;'><p>RT @revson_mark: @DocKilmer @DigitalForests @Beyaglu I was just wondering if we could change the ""Karen"" reference to ""Hillary""? I've know…</p><p style='font-size: 10px;'>2020-06-04 15:12:14</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @nypost: Video shows man spray graffiti outside Manhattan courthouse as NYPD cops watch https://t.co/H70w4jexcx https://t.co/trx4CkH13k,2020-07-09T13:42:56Z,1281222308292513800,<div style='padding: 10px; margin: 10px;'><p>RT @nypost: Video shows man spray graffiti outside Manhattan courthouse as NYPD cops watch https://t.co/H70w4jexcx https://t.co/trx4CkH13k</p><p style='font-size: 10px;'>2020-07-09 13:42:56</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @neontaster: Of course it's a white guy with a man bun yelling at a black cop. You can't script this shit.,2020-06-23T18:14:54Z,1275492541287334e3,<div style='padding: 10px; margin: 10px;'><p>RT @neontaster: Of course it's a white guy with a man bun yelling at a black cop. You can't script this shit.</p><p style='font-size: 10px;'>2020-06-23 18:14:54</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @hale_razor: 2019: It is an urgent threat to our diverse America to be led by another rich, white, male authoritarian.

2020: To enact c…",2020-02-18T16:13:12Z,1229801044491718700,"<div style='padding: 10px; margin: 10px;'><p>RT @hale_razor: 2019: It is an urgent threat to our diverse America to be led by another rich, white, male authoritarian.

2020: To enact c…</p><p style='font-size: 10px;'>2020-02-18 16:13:12</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @Larrypolya22: In America today your leftist neighbor will call the cops on you if you have family over for dinner, and the cops will co…",2020-08-06T16:05:13Z,1291404974837182500,"<div style='padding: 10px; margin: 10px;'><p>RT @Larrypolya22: In America today your leftist neighbor will call the cops on you if you have family over for dinner, and the cops will co…</p><p style='font-size: 10px;'>2020-08-06 16:05:13</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @ChrisLoesch: There were people of color open carrying all over that rally. You don’t even have the decency to delete this tweet.,2020-01-21T16:42:49Z,1219661639315624e3,<div style='padding: 10px; margin: 10px;'><p>RT @ChrisLoesch: There were people of color open carrying all over that rally. You don’t even have the decency to delete this tweet.</p><p style='font-size: 10px;'>2020-01-21 16:42:49</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @MrAndyNgo: I have gone through footage to find screenshots of the two men at the Portland antifa/BLM riot who launched unprovoked strik…,2020-05-31T20:01:41Z,1267184496085999600,<div style='padding: 10px; margin: 10px;'><p>RT @MrAndyNgo: I have gone through footage to find screenshots of the two men at the Portland antifa/BLM riot who launched unprovoked strik…</p><p style='font-size: 10px;'>2020-05-31 20:01:41</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @MattyThrice: @gadyepstein No, they don’t. The thin blue line flag doesn’t stand for white supremacy just because someone claims it does…",2020-05-25T01:11:21Z,1264725711690043400,"<div style='padding: 10px; margin: 10px;'><p>RT @MattyThrice: @gadyepstein No, they don’t. The thin blue line flag doesn’t stand for white supremacy just because someone claims it does…</p><p style='font-size: 10px;'>2020-05-25 01:11:21</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @ChrisLoesch: Adam is threatening to help murder more black babies because someone won’t block him. Another unhinged racist.,2020-10-19T06:43:41Z,1318080361939705900,<div style='padding: 10px; margin: 10px;'><p>RT @ChrisLoesch: Adam is threatening to help murder more black babies because someone won’t block him. Another unhinged racist.</p><p style='font-size: 10px;'>2020-10-19 06:43:41</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @cruadin: Exactly.

I do not understand why people are gnashing their teeth and wringing their hands over a situation that has been crys…",2020-01-03T15:19:59Z,1213117811645698e3,"<div style='padding: 10px; margin: 10px;'><p>RT @cruadin: Exactly.

I do not understand why people are gnashing their teeth and wringing their hands over a situation that has been crys…</p><p style='font-size: 10px;'>2020-01-03 15:19:59</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @PARISDENNARD: WOW @KamalaHarris said @JoeBiden is honest and forthright. So I guess she believes he was honest when he said Black men a…,2020-10-08T01:31:00Z,1314015403312644e3,<div style='padding: 10px; margin: 10px;'><p>RT @PARISDENNARD: WOW @KamalaHarris said @JoeBiden is honest and forthright. So I guess she believes he was honest when he said Black men a…</p><p style='font-size: 10px;'>2020-10-08 01:31:00</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @RBPundit: Watch. The people demanding this will now complain that Trump is being a dictator.

Only question is if they'll bother to del…",2020-03-27T20:59:58Z,1243643952663875600,"<div style='padding: 10px; margin: 10px;'><p>RT @RBPundit: Watch. The people demanding this will now complain that Trump is being a dictator.

Only question is if they'll bother to del…</p><p style='font-size: 10px;'>2020-03-27 20:59:58</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @MrAndyNgo: At the Philadelphia BLM riot, a cop got hit or run over by a speeding vehicle. https://t.co/S12XuEoNAi",2020-10-27T12:47:47Z,1321071092413419500,"<div style='padding: 10px; margin: 10px;'><p>RT @MrAndyNgo: At the Philadelphia BLM riot, a cop got hit or run over by a speeding vehicle. https://t.co/S12XuEoNAi</p><p style='font-size: 10px;'>2020-10-27 12:47:47</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @ChrisLoesch: Who brings kids to riots? Idiots. https://t.co/70AZh2SpTU,2020-06-04T16:09:39Z,1268575652606693400,<div style='padding: 10px; margin: 10px;'><p>RT @ChrisLoesch: Who brings kids to riots? Idiots. https://t.co/70AZh2SpTU</p><p style='font-size: 10px;'>2020-06-04 16:09:39</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,how about elimiate all white people from nfl?make nfl completelly minority? how about nfl makes a minority team.that team makes all decisions for all teams? after all first take doesnt like choices nfl is making.why not talk of a minority commissioner? why focus on minority owner,2020-05-20T16:04:45Z,1263138602776694800,<div style='padding: 10px; margin: 10px;'><p>how about elimiate all white people from nfl?make nfl completelly minority? how about nfl makes a minority team.that team makes all decisions for all teams? after all first take doesnt like choices nfl is making.why not talk of a minority commissioner? why focus on minority owner</p><p style='font-size: 10px;'>2020-05-20 16:04:45</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @RBPundit: NARRATOR: There are no conservative scholars saying this. https://t.co/HrjbrnMx5J,2020-10-22T18:21:18Z,1319343084359090200,<div style='padding: 10px; margin: 10px;'><p>RT @RBPundit: NARRATOR: There are no conservative scholars saying this. https://t.co/HrjbrnMx5J</p><p style='font-size: 10px;'>2020-10-22 18:21:18</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @PolarBarrett: Lots of people at #OperationGridlock left their vehicles to protest outside Michigan’s Capitol. https://t.co/OvjZ5zwGBa,2020-04-15T17:22:37Z,1250474621242994700,<div style='padding: 10px; margin: 10px;'><p>RT @PolarBarrett: Lots of people at #OperationGridlock left their vehicles to protest outside Michigan’s Capitol. https://t.co/OvjZ5zwGBa</p><p style='font-size: 10px;'>2020-04-15 17:22:37</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @Peoples_Pundit: Perhaps the @nypost is better suited to receive taxpayer money, @NPR. https://t.co/YBJDXuDZWy",2020-10-22T22:06:02Z,1319399640987504600,"<div style='padding: 10px; margin: 10px;'><p>RT @Peoples_Pundit: Perhaps the @nypost is better suited to receive taxpayer money, @NPR. https://t.co/YBJDXuDZWy</p><p style='font-size: 10px;'>2020-10-22 22:06:02</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @Tactical_review: Wow, talk about thin-skinned.

Any guesses at to what these other white nationalists symbols were? https://t.co/miS5Pz…",2020-09-25T16:34:24Z,1309531712410415e3,"<div style='padding: 10px; margin: 10px;'><p>RT @Tactical_review: Wow, talk about thin-skinned.

Any guesses at to what these other white nationalists symbols were? https://t.co/miS5Pz…</p><p style='font-size: 10px;'>2020-09-25 16:34:24</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @ChrisLoesch: Your partisan blinders are noted. What is Swalwell trying to hide?,2020-05-23T01:57:10Z,1264012466205323300,<div style='padding: 10px; margin: 10px;'><p>RT @ChrisLoesch: Your partisan blinders are noted. What is Swalwell trying to hide?</p><p style='font-size: 10px;'>2020-05-23 01:57:10</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"@SourShooz They threatened to steal and burn my car 
said should have done it for having racist white USA flag",2020-07-01T22:13:44Z,1278451751142789e3,"<div style='padding: 10px; margin: 10px;'><p>@SourShooz They threatened to steal and burn my car 
said should have done it for having racist white USA flag</p><p style='font-size: 10px;'>2020-07-01 22:13:44</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @Cernovich: Police do something terrible.

99% of white people: That's murder.

Media goes, ""Murder of black man has nation divided.""

W…",2020-05-29T10:05:34Z,1266309700796194800,"<div style='padding: 10px; margin: 10px;'><p>RT @Cernovich: Police do something terrible.

99% of white people: That's murder.

Media goes, ""Murder of black man has nation divided.""

W…</p><p style='font-size: 10px;'>2020-05-29 10:05:34</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @Sassychickie: Kamala Harris, Susan Rice and Don Lemon. Always talking about racism, slavery and white privilege...
All married to white…",2020-09-09T16:29:05Z,1303732166677782500,"<div style='padding: 10px; margin: 10px;'><p>RT @Sassychickie: Kamala Harris, Susan Rice and Don Lemon. Always talking about racism, slavery and white privilege...
All married to white…</p><p style='font-size: 10px;'>2020-09-09 16:29:05</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,CHOP: White People Enforce Segregated Area For Black People Only - https://t.co/kZVkLTvKC9,2020-06-22T21:24:21Z,1275177831090270200,<div style='padding: 10px; margin: 10px;'><p>CHOP: White People Enforce Segregated Area For Black People Only - https://t.co/kZVkLTvKC9</p><p style='font-size: 10px;'>2020-06-22 21:24:21</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @capeandcowell: Did....did Karen write this?,2020-04-13T22:52:10Z,1249832781674426400,<div style='padding: 10px; margin: 10px;'><p>RT @capeandcowell: Did....did Karen write this?</p><p style='font-size: 10px;'>2020-04-13 22:52:10</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"@KFCBarstool Kardashian women destroy men

Kanye is straight up insane",2020-07-19T23:15:35Z,1284990298637074400,"<div style='padding: 10px; margin: 10px;'><p>@KFCBarstool Kardashian women destroy men

Kanye is straight up insane</p><p style='font-size: 10px;'>2020-07-19 23:15:35</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @ChrisLoesch: This woman is the definition of anti-American. None of what she just said is true. The USA has lifted and more people out…,2020-07-08T05:38:39Z,1280738045029789700,<div style='padding: 10px; margin: 10px;'><p>RT @ChrisLoesch: This woman is the definition of anti-American. None of what she just said is true. The USA has lifted and more people out…</p><p style='font-size: 10px;'>2020-07-08 05:38:39</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"If you dare to mention 'black on white' crime, these #BlackLivesMatter people will shit a brick sideways. https://t.co/17O7gHLel1",2020-10-24T13:56:56Z,1320001332451831800,"<div style='padding: 10px; margin: 10px;'><p>If you dare to mention 'black on white' crime, these #BlackLivesMatter people will shit a brick sideways. https://t.co/17O7gHLel1</p><p style='font-size: 10px;'>2020-10-24 13:56:56</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @neeceetx: @PolitiBunny Saw on FB https://t.co/aCLMmRjTXs,2020-03-19T00:36:26Z,1240436935736340500,<div style='padding: 10px; margin: 10px;'><p>RT @neeceetx: @PolitiBunny Saw on FB https://t.co/aCLMmRjTXs</p><p style='font-size: 10px;'>2020-03-19 00:36:26</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @BernardKerik: This is what happens when young men and women are indoctrinated with radical leftist ideology in our schools and universi…,2020-06-01T17:18:35Z,1267505838513705e3,<div style='padding: 10px; margin: 10px;'><p>RT @BernardKerik: This is what happens when young men and women are indoctrinated with radical leftist ideology in our schools and universi…</p><p style='font-size: 10px;'>2020-06-01 17:18:35</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @jer2911tx: @NBCNews For transgender men, the pain of menstruation is that it is a reminder that they're still women",2020-01-13T15:24:33Z,1216742840170094600,"<div style='padding: 10px; margin: 10px;'><p>RT @jer2911tx: @NBCNews For transgender men, the pain of menstruation is that it is a reminder that they're still women</p><p style='font-size: 10px;'>2020-01-13 15:24:33</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @DLoesch: I read that this was a [checks notes] white supremacist group?,2020-10-01T16:53:59Z,1311710967529521200,<div style='padding: 10px; margin: 10px;'><p>RT @DLoesch: I read that this was a [checks notes] white supremacist group?</p><p style='font-size: 10px;'>2020-10-01 16:53:59</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @CamEdwards: You forgot about stopping and frisking most of the young black men in NYC. Oh, and preventing the average New York resident…",2020-02-24T20:52:37Z,1232045691880370200,"<div style='padding: 10px; margin: 10px;'><p>RT @CamEdwards: You forgot about stopping and frisking most of the young black men in NYC. Oh, and preventing the average New York resident…</p><p style='font-size: 10px;'>2020-02-24 20:52:37</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @JackPosobiec: Far-left and Antifa march through NYC chanting for insurrection https://t.co/4s8F3XjUia,2020-02-01T02:28:45Z,1223432971568537600,<div style='padding: 10px; margin: 10px;'><p>RT @JackPosobiec: Far-left and Antifa march through NYC chanting for insurrection https://t.co/4s8F3XjUia</p><p style='font-size: 10px;'>2020-02-01 02:28:45</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @eb454: They’re condemn these groups but not Antifa and BLM. Just wait.,2020-08-26T07:17:09Z,129851983953161e4,<div style='padding: 10px; margin: 10px;'><p>RT @eb454: They’re condemn these groups but not Antifa and BLM. Just wait.</p><p style='font-size: 10px;'>2020-08-26 07:17:09</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @my3monkees: I happen to be both Latino AND black. I find this incredibly offensive and ignorant. Joe Biden is full of racist and bigote…,2020-08-07T16:28:27Z,1291773208220164e3,<div style='padding: 10px; margin: 10px;'><p>RT @my3monkees: I happen to be both Latino AND black. I find this incredibly offensive and ignorant. Joe Biden is full of racist and bigote…</p><p style='font-size: 10px;'>2020-08-07 16:28:27</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @redsteeze: These protests didn’t start because people were told to stay home. They started when government started telling them they co…,2020-04-20T15:41:40Z,1252261155940307e3,<div style='padding: 10px; margin: 10px;'><p>RT @redsteeze: These protests didn’t start because people were told to stay home. They started when government started telling them they co…</p><p style='font-size: 10px;'>2020-04-20 15:41:40</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
